"Feature","Value"
"T1C_wavelet-HLL_glcm_DifferenceVariance",0.220812034
"T1C_wavelet-HLL_glcm_JointEnergy",0.280567861
"T1C_wavelet-HLL_glcm_JointEntropy",1.902505228
"T1C_wavelet-HLL_glcm_Imc1",-0.093702999
"T1C_wavelet-HLL_glcm_Imc2",0.218906622
"T1C_wavelet-HLL_glcm_Idm",0.801065188
"T1C_wavelet-HLL_glcm_Idmn",0.920426075
"T1C_wavelet-HLL_glcm_Id",0.801065188
"T1C_wavelet-HLL_glcm_Idn",0.867376792
"T1C_wavelet-HLL_glcm_InverseVariance",0.397869623
"T1C_wavelet-HLL_glcm_MaximumProbability",0.327316894
"T1C_wavelet-HLL_glcm_SumEntropy",1.504635605
"T1C_wavelet-HLL_glcm_SumSquares",0.249310052
"T1C_wavelet-HLL_gldm_DependenceNonUniformity",1142.275095
"T1C_wavelet-HLL_gldm_DependenceNonUniformityNormalized",0.060476233
"T1C_wavelet-HLL_gldm_DependenceVariance",24.42156411
"T1C_wavelet-HLL_gldm_GrayLevelNonUniformity",9470.471834
"T1C_wavelet-HLL_gldm_GrayLevelVariance",0.249299242
"T1C_wavelet-HLL_gldm_HighGrayLevelEmphasis",2.579415502
"T1C_wavelet-HLL_gldm_LargeDependenceEmphasis",255.198327
"T1C_wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis",680.6694197
"T1C_wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis",148.8305538
"T1C_wavelet-HLL_gldm_LowGrayLevelEmphasis",0.605146125
"T1C_wavelet-HLL_glrlm_GrayLevelNonUniformity",4289.973388
"T1C_wavelet-HLL_glrlm_HighGrayLevelRunEmphasis",2.519456389
"T1C_wavelet-HLL_glrlm_LongRunEmphasis",12.93634193
"T1C_wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis",34.2191377
"T1C_wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis",7.615642986
"T1C_wavelet-HLL_glrlm_LowGrayLevelRunEmphasis",0.620135903
"T1C_wavelet-HLL_glrlm_RunEntropy",3.230260561
"T1C_wavelet-HLL_glrlm_RunLengthNonUniformity",2747.353302
"T1C_wavelet-HLL_glrlm_RunLengthNonUniformityNormalized",0.294445638
"T1C_wavelet-HLL_glrlm_RunPercentage",0.454179292
"T1C_wavelet-HLL_glrlm_RunVariance",4.998725261
"T1C_wavelet-HLL_glrlm_ShortRunEmphasis",0.511830544
"T1C_wavelet-HLL_glrlm_ShortRunHighGrayLevelEmphasis",1.261287675
"T1C_wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis",0.324466261
"T1C_wavelet-HLL_glszm_LargeAreaEmphasis",8882805.9
"T1C_wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis",23622984.6
"T1C_wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis",5197761.225
"T1C_wavelet-HLL_glszm_SizeZoneNonUniformity",3.6
"T1C_wavelet-HLL_glszm_ZoneVariance",7990914.54
"T1C_wavelet-HLL_ngtdm_Busyness",3231.760397
"T1C_wavelet-HLL_ngtdm_Coarseness",0.000267018
"T1C_wavelet-HLL_ngtdm_Complexity",0.396554865
"T1C_wavelet-HLL_ngtdm_Contrast",0.09884912
"T1C_wavelet-HLL_ngtdm_Strength",0.00026705
"T1C_wavelet-HLH_firstorder_10Percentile",-0.002202294
"T1C_wavelet-HLH_firstorder_90Percentile",0.002174122
"T1C_wavelet-HLH_firstorder_Energy",1.868489435
"T1C_wavelet-HLH_firstorder_Entropy",0.999982886
"T1C_wavelet-HLH_firstorder_InterquartileRange",0.001453827
"T1C_wavelet-HLH_firstorder_Kurtosis",131.257027
"T1C_wavelet-HLH_firstorder_Maximum",0.1451974
"T1C_wavelet-HLH_firstorder_MeanAbsoluteDeviation",0.002912477
"T1C_wavelet-HLH_firstorder_Mean",-0.000206068
"T1C_wavelet-HLH_firstorder_Median",-6.7e-06
"T1C_wavelet-HLH_firstorder_Minimum",-0.217743963
"T1C_wavelet-HLH_firstorder_Range",0.362941363
"T1C_wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation",0.00065799
"T1C_wavelet-HLH_firstorder_RootMeanSquared",0.009946089
"T1C_wavelet-HLH_firstorder_TotalEnergy",1.868489435
"T1C_wavelet-HLH_firstorder_Uniformity",0.500011862
"T1C_wavelet-HLH_firstorder_Variance",9.89e-05
"T1C_wavelet-HLH_glcm_Autocorrelation",2.259058386
"T1C_wavelet-HLH_glcm_JointAverage",1.499421867
"T1C_wavelet-HLH_glcm_ClusterProminence",0.521583725
"T1C_wavelet-HLH_glcm_ClusterShade",0.000721769
"T1C_wavelet-HLH_glcm_ClusterTendency",0.521582584
"T1C_wavelet-HLH_glcm_Contrast",0.47841443
"T1C_wavelet-HLH_glcm_Correlation",0.043168535
"T1C_wavelet-HLH_glcm_DifferenceAverage",0.47841443
"T1C_wavelet-HLH_glcm_DifferenceEntropy",0.982058009
"T1C_wavelet-HLH_glcm_DifferenceVariance",0.243917556
"T1C_wavelet-HLH_glcm_JointEnergy",0.256083937
"T1C_wavelet-HLH_glcm_JointEntropy",1.982054045
"T1C_wavelet-HLH_glcm_Imc1",-0.017941753
"T1C_wavelet-HLH_glcm_Imc2",0.131421471
"T1C_wavelet-HLH_glcm_Idm",0.760792785
"T1C_wavelet-HLH_glcm_Idmn",0.904317114
"T1C_wavelet-HLH_glcm_Id",0.760792785
"T1C_wavelet-HLH_glcm_Idn",0.840528523
"T1C_wavelet-HLH_glcm_InverseVariance",0.47841443
"T1C_wavelet-HLH_glcm_MaximumProbability",0.278229151
"T1C_wavelet-HLH_glcm_SumEntropy",1.503639615
"T1C_wavelet-HLH_glcm_SumSquares",0.249999254
"T1C_wavelet-HLH_gldm_DependenceEntropy",4.880419387
"T1C_wavelet-HLH_gldm_DependenceNonUniformity",1592.343181
"T1C_wavelet-HLH_gldm_DependenceNonUniformityNormalized",0.084304489
"T1C_wavelet-HLH_gldm_DependenceVariance",13.32368974
"T1C_wavelet-HLH_gldm_GrayLevelNonUniformity",9444.224058
"T1C_wavelet-HLH_gldm_GrayLevelVariance",0.249994069
"T1C_wavelet-HLH_gldm_HighGrayLevelEmphasis",2.492693774
"T1C_wavelet-HLH_gldm_LargeDependenceEmphasis",189.6249471
"T1C_wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis",474.5426726
"T1C_wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis",118.3955157
"T1C_wavelet-HLH_gldm_LowGrayLevelEmphasis",0.626826557
"T1C_wavelet-HLH_glrlm_GrayLevelNonUniformity",4984.588242
"T1C_wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized",0.500028033
"T1C_wavelet-HLH_glrlm_GrayLevelVariance",0.249985983
"T1C_wavelet-HLH_glrlm_LongRunEmphasis",5.810138588
"T1C_wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis",14.57061673
"T1C_wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis",3.620019052
"T1C_wavelet-HLH_glrlm_RunEntropy",2.895285201
"T1C_wavelet-HLH_glrlm_RunLengthNonUniformity",3675.664175
"T1C_wavelet-HLH_glrlm_RunPercentage",0.527775063
"T1C_wavelet-HLH_glrlm_RunVariance",1.892312514
"T1C_wavelet-HLH_ngtdm_Busyness",4579.434685
"T1C_wavelet-HLH_ngtdm_Coarseness",0.000221606
"T1C_wavelet-HLH_ngtdm_Complexity",0.4778185
"T1C_wavelet-HLH_ngtdm_Contrast",0.119451502
"T1C_wavelet-HLH_ngtdm_Strength",0.000221606
"T1C_wavelet-HHL_firstorder_10Percentile",-0.046793974
"T1C_wavelet-HHL_firstorder_90Percentile",0.046473823
"T1C_wavelet-HHL_firstorder_Energy",44.53619168
"T1C_wavelet-HHL_firstorder_InterquartileRange",0.036417729
"T1C_wavelet-HHL_firstorder_Kurtosis",10.18835932
"T1C_wavelet-HHL_firstorder_Maximum",0.504222342
"T1C_wavelet-HHL_firstorder_MeanAbsoluteDeviation",0.031009221
"T1C_wavelet-HHL_firstorder_Median",-0.000676161
"T1C_wavelet-HHL_firstorder_Minimum",-0.323692879
"T1C_wavelet-HHL_firstorder_Range",0.827915221
"T1C_wavelet-HHL_firstorder_RobustMeanAbsoluteDeviation",0.016302831
"T1C_wavelet-HHL_firstorder_RootMeanSquared",0.048558309
"T1C_wavelet-HHL_firstorder_Skewness",0.517252943
"T1C_wavelet-HHL_firstorder_TotalEnergy",44.53619168
"T1C_wavelet-HHL_firstorder_Variance",0.002357784
"T1C_wavelet-HHL_glcm_Autocorrelation",2.219383497
"T1C_wavelet-HHL_glcm_JointAverage",1.487236094
"T1C_wavelet-HHL_glcm_ClusterProminence",0.514765579
"T1C_wavelet-HHL_glcm_ClusterShade",0.014018204
"T1C_wavelet-HHL_glcm_ClusterTendency",0.514695073
"T1C_wavelet-HHL_glcm_Contrast",0.48464957
"T1C_wavelet-HHL_glcm_Correlation",0.030069024
"T1C_wavelet-HHL_glcm_DifferenceAverage",0.48464957
"T1C_wavelet-HHL_glcm_DifferenceEntropy",0.94410679
"T1C_wavelet-HHL_glcm_DifferenceVariance",0.233327252
"T1C_wavelet-HHL_glcm_JointEnergy",0.267000427
"T1C_wavelet-HHL_glcm_JointEntropy",1.943154046
"T1C_wavelet-HHL_glcm_Imc1",-0.055928484
"T1C_wavelet-HHL_glcm_Imc2",0.169399915
"T1C_wavelet-HHL_glcm_Idm",0.757675215
"T1C_wavelet-HHL_glcm_Idmn",0.903070086
"T1C_wavelet-HHL_glcm_Id",0.757675215
"T1C_wavelet-HHL_glcm_Idn",0.838450143
"T1C_wavelet-HHL_glcm_InverseVariance",0.48464957
"T1C_wavelet-HHL_glcm_MaximumProbability",0.295168842
"T1C_wavelet-HHL_glcm_SumEntropy",1.458504477
"T1C_wavelet-HHL_glcm_SumSquares",0.249836161
"T1C_wavelet-HHL_gldm_DependenceNonUniformity",1667.528378
"T1C_wavelet-HHL_gldm_GrayLevelNonUniformity",9449.03219
"T1C_wavelet-HHL_gldm_HighGrayLevelEmphasis",2.465374841
"T1C_wavelet-HHL_gldm_LargeDependenceEmphasis",184.5086828
"T1C_wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis",441.744388
"T1C_wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis",120.1997565
"T1C_wavelet-HHL_gldm_LowGrayLevelEmphasis",0.63365629
"T1C_wavelet-HHL_glrlm_GrayLevelNonUniformity",5038.043647
"T1C_wavelet-HHL_glrlm_LongRunEmphasis",9.746829574
"T1C_wavelet-HHL_glrlm_LongRunHighGrayLevelEmphasis",23.69939711
"T1C_wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis",6.258687691
"T1C_wavelet-HHL_glrlm_RunLengthNonUniformity",3915.36651
"T1C_wavelet-HHL_glrlm_RunPercentage",0.533460398
"T1C_wavelet-HHL_glrlm_RunVariance",3.722993424
"T1C_wavelet-HHL_ngtdm_Busyness",4933.292797
"T1C_wavelet-HHL_ngtdm_Coarseness",0.000217786
"T1C_wavelet-HHL_ngtdm_Complexity",0.486198719
"T1C_wavelet-HHL_ngtdm_Contrast",0.12148729
"T1C_wavelet-HHL_ngtdm_Strength",0.000217782
"T1C_wavelet-HHH_firstorder_10Percentile",-0.001372757
"T1C_wavelet-HHH_firstorder_90Percentile",0.00139857
"T1C_wavelet-HHH_firstorder_Energy",0.150235532
"T1C_wavelet-HHH_firstorder_Entropy",0.999996085
"T1C_wavelet-HHH_firstorder_InterquartileRange",0.001270032
"T1C_wavelet-HHH_firstorder_Kurtosis",41.78082433
"T1C_wavelet-HHH_firstorder_Maximum",0.041064012
"T1C_wavelet-HHH_firstorder_MeanAbsoluteDeviation",0.001294926
"T1C_wavelet-HHH_firstorder_Median",-2.42e-06
"T1C_wavelet-HHH_firstorder_Minimum",-0.037755412
"T1C_wavelet-HHH_firstorder_Range",0.078819424
"T1C_wavelet-HHH_firstorder_RobustMeanAbsoluteDeviation",0.000538359
"T1C_wavelet-HHH_firstorder_RootMeanSquared",0.002820287
"T1C_wavelet-HHH_firstorder_TotalEnergy",0.150235532
"T1C_wavelet-HHH_firstorder_Uniformity",0.500002713
"T1C_wavelet-HHH_firstorder_Variance",7.95e-06
"T1C_wavelet-HHH_glcm_Autocorrelation",2.241110081
"T1C_wavelet-HHH_glcm_JointAverage",1.498366848
"T1C_wavelet-HHH_glcm_ClusterProminence",0.492006595
"T1C_wavelet-HHH_glcm_ClusterShade",0.001509267
"T1C_wavelet-HHH_glcm_ClusterTendency",0.492007737
"T1C_wavelet-HHH_glcm_Contrast",0.507980926
"T1C_wavelet-HHH_glcm_Correlation",-0.01597357
"T1C_wavelet-HHH_glcm_DifferenceAverage",0.507980926
"T1C_wavelet-HHH_glcm_DifferenceEntropy",0.982742076
"T1C_wavelet-HHH_glcm_DifferenceVariance",0.244080074
"T1C_wavelet-HHH_glcm_JointEnergy",0.255925595
"T1C_wavelet-HHH_glcm_JointEntropy",1.982724645
"T1C_wavelet-HHH_glcm_Imc1",-0.017259151
"T1C_wavelet-HHH_glcm_Imc2",0.156936445
"T1C_wavelet-HHH_glcm_Idm",0.746009537
"T1C_wavelet-HHH_glcm_Idmn",0.898403815
"T1C_wavelet-HHH_glcm_Id",0.746009537
"T1C_wavelet-HHH_glcm_Idn",0.830673025
"T1C_wavelet-HHH_glcm_InverseVariance",0.507980926
"T1C_wavelet-HHH_glcm_MaximumProbability",0.283731381
"T1C_wavelet-HHH_glcm_SumEntropy",1.474743719
"T1C_wavelet-HHH_glcm_SumSquares",0.249997166
"T1C_wavelet-HHH_gldm_DependenceNonUniformity",2236.976705
"T1C_wavelet-HHH_gldm_DependenceNonUniformityNormalized",0.118433752
"T1C_wavelet-HHH_gldm_GrayLevelNonUniformity",9444.051249
"T1C_wavelet-HHH_gldm_GrayLevelVariance",0.249998643
"T1C_wavelet-HHH_gldm_HighGrayLevelEmphasis",2.496505718
"T1C_wavelet-HHH_gldm_LowGrayLevelEmphasis",0.625873571
"T1C_wavelet-HHH_glrlm_GrayLevelNonUniformity",5241.823376
"T1C_wavelet-HHH_glrlm_LongRunEmphasis",4.925038386
"T1C_wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis",12.25661255
"T1C_wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis",3.092144846
"T1C_wavelet-HHH_glrlm_RunLengthNonUniformity",4091.574334
"T1C_wavelet-HHH_glrlm_RunVariance",1.530485421
"T1C_wavelet-HHH_ngtdm_Busyness",4844.417168
"T1C_wavelet-HHH_ngtdm_Coarseness",0.000207876
"T1C_wavelet-HHH_ngtdm_Complexity",0.509377557
"T1C_wavelet-HHH_ngtdm_Contrast",0.127344099
"T1C_wavelet-HHH_ngtdm_Strength",0.000207875
"T1C_wavelet-LLL_firstorder_10Percentile",3.468692286
"T1C_wavelet-LLL_firstorder_90Percentile",4.642401959
"T1C_wavelet-LLL_firstorder_Energy",312764.1791
"T1C_wavelet-LLL_firstorder_Entropy",0.009866384
"T1C_wavelet-LLL_firstorder_InterquartileRange",0.516522289
"T1C_wavelet-LLL_firstorder_Kurtosis",9.254230069
"T1C_wavelet-LLL_firstorder_Maximum",7.7134161
"T1C_wavelet-LLL_firstorder_MeanAbsoluteDeviation",0.452453968
"T1C_wavelet-LLL_firstorder_Mean",4.003540598
"T1C_wavelet-LLL_firstorder_Median",4.010308326
"T1C_wavelet-LLL_firstorder_Minimum",-0.866048873
"T1C_wavelet-LLL_firstorder_Range",8.579464973
"T1C_wavelet-LLL_firstorder_RobustMeanAbsoluteDeviation",0.225366837
"T1C_wavelet-LLL_firstorder_RootMeanSquared",4.069260724
"T1C_wavelet-LLL_firstorder_Skewness",-0.727652354
"T1C_wavelet-LLL_firstorder_TotalEnergy",312764.1791
"T1C_wavelet-LLL_firstorder_Uniformity",0.998307238
"T1C_wavelet-LLL_firstorder_Variance",0.530545519
"T1C_wavelet-LLL_glcm_ClusterProminence",0.001252419
"T1C_wavelet-LLL_glcm_ClusterShade",-0.000912834
"T1C_wavelet-LLL_glcm_ClusterTendency",0.000743722
"T1C_wavelet-LLL_glcm_Contrast",0.000573685
"T1C_wavelet-LLL_glcm_Correlation",0.061251506
"T1C_wavelet-LLL_glcm_DifferenceAverage",0.000573685
"T1C_wavelet-LLL_glcm_DifferenceEntropy",0.006851836
"T1C_wavelet-LLL_glcm_DifferenceVariance",0.000573256
"T1C_wavelet-LLL_glcm_JointEnergy",0.99876804
"T1C_wavelet-LLL_glcm_JointEntropy",0.007948371
"T1C_wavelet-LLL_glcm_Imc1",-0.053925416
"T1C_wavelet-LLL_glcm_Imc2",0.00872769
"T1C_wavelet-LLL_glcm_Idm",0.999713157
"T1C_wavelet-LLL_glcm_Idmn",0.999885263
"T1C_wavelet-LLL_glcm_Id",0.999713157
"T1C_wavelet-LLL_glcm_Idn",0.999808772
"T1C_wavelet-LLL_glcm_InverseVariance",0.000573685
"T1C_wavelet-LLL_glcm_MaximumProbability",0.999383663
"T1C_wavelet-LLL_glcm_SumEntropy",0.007374686
"T1C_wavelet-LLL_glcm_SumSquares",0.000329352
"T1C_wavelet-LLL_gldm_DependenceEntropy",2.138195902
"T1C_wavelet-LLL_gldm_DependenceNonUniformity",9000.694727
"T1C_wavelet-LLL_gldm_DependenceNonUniformityNormalized",0.476529793
"T1C_wavelet-LLL_gldm_GrayLevelNonUniformity",18856.02711
"T1C_wavelet-LLL_gldm_GrayLevelVariance",0.000846381
"T1C_wavelet-LLL_gldm_LargeDependenceEmphasis",622.4150784
"T1C_wavelet-LLL_glrlm_GrayLevelNonUniformity",1756.36523
"T1C_wavelet-LLL_glrlm_GrayLevelNonUniformityNormalized",0.981510547
"T1C_wavelet-LLL_glrlm_GrayLevelVariance",0.009244727
"T1C_wavelet-LLL_glrlm_LongRunEmphasis",229.8241092
"T1C_wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis",919.2495723
"T1C_wavelet-LLL_glrlm_RunPercentage",0.094585899
"T1C_wavelet-LLL_glrlm_RunVariance",56.95537876
"T1C_wavelet-LLL_glszm_GrayLevelNonUniformity",5.285714286
"T1C_wavelet-LLL_glszm_LargeAreaEmphasis",50878922.86
"T1C_wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis",203515658.9
"T1C_wavelet-LLL_glszm_SizeZoneNonUniformity",3
"T1C_wavelet-LLL_glszm_ZoneEntropy",1.378783493
"T1C_wavelet-LLL_glszm_ZonePercentage",0.000370606
"T1C_wavelet-LLL_ngtdm_Busyness",1.890680792
"T1C_wavelet-LLL_ngtdm_Complexity",0.000799779
"T1C_wavelet-LLL_ngtdm_Contrast",9.56e-07
"T1WI_original_shape_Elongation",0.972052098
"T1WI_original_shape_Flatness",0.75298832
"T1WI_original_shape_LeastAxisLength",25.49296719
"T1WI_original_shape_MajorAxisLength",33.85572725
"T1WI_original_shape_Maximum2DDiameterColumn",42.72001873
"T1WI_original_shape_Maximum2DDiameterRow",39.39543121
"T1WI_original_shape_Maximum2DDiameterSlice",40.02499219
"T1WI_original_shape_Maximum3DDiameter",43.92038251
"T1WI_original_shape_MeshVolume",18836.125
"T1WI_original_shape_MinorAxisLength",32.90953069
"T1WI_original_shape_SurfaceArea",5386.077643
"T1WI_original_shape_VoxelVolume",18888
"T1WI_original_firstorder_10Percentile",0.624849854
"T1WI_original_firstorder_90Percentile",1.283023907
"T1WI_original_firstorder_Energy",16721.95091
"T1WI_original_firstorder_Entropy",0.020920315
"T1WI_original_firstorder_InterquartileRange",0.382937631
"T1WI_original_firstorder_Kurtosis",3.103734128
"T1WI_original_firstorder_Maximum",1.600144133
"T1WI_original_firstorder_MeanAbsoluteDeviation",0.218207078
"T1WI_original_firstorder_Mean",0.902295363
"T1WI_original_firstorder_Median",0.855210772
"T1WI_original_firstorder_Minimum",-0.485070936
"T1WI_original_firstorder_Range",2.085215069
"T1WI_original_firstorder_RobustMeanAbsoluteDeviation",0.158611735
"T1WI_original_firstorder_RootMeanSquared",0.940915201
"T1WI_original_firstorder_Skewness",0.208344718
"T1WI_original_firstorder_TotalEnergy",16721.95091
"T1WI_original_firstorder_Uniformity",0.995984376
"T1WI_original_firstorder_Variance",0.071184493
"T1WI_original_glcm_Autocorrelation",3.996824811
"T1WI_original_glcm_JointAverage",1.99915324
"T1WI_original_glcm_ClusterProminence",0.004635105
"T1WI_original_glcm_ClusterShade",-0.002952052
"T1WI_original_glcm_ClusterTendency",0.002113975
"T1WI_original_glcm_Contrast",0.00126982
"T1WI_original_glcm_Correlation",0.236660711
"T1WI_original_glcm_DifferenceAverage",0.00126982
"T1WI_original_glcm_DifferenceEntropy",0.013877577
"T1WI_original_glcm_DifferenceVariance",0.00126792
"T1WI_original_glcm_JointEnergy",0.997040182
"T1WI_original_glcm_JointEntropy",0.0178191
"T1WI_original_glcm_Imc1",-0.168716176
"T1WI_original_glcm_Imc2",0.045377861
"T1WI_original_glcm_Idm",0.99936509
"T1WI_original_glcm_Idmn",0.999746036
"T1WI_original_glcm_Id",0.99936509
"T1WI_original_glcm_Idn",0.999576727
"T1WI_original_glcm_InverseVariance",0.00126982
"T1WI_original_glcm_MaximumProbability",0.99851833
"T1WI_original_glcm_SumEntropy",0.01654928
"T1WI_original_glcm_SumSquares",0.000845949
"T1WI_original_gldm_DependenceEntropy",2.15034878
"T1WI_original_gldm_DependenceNonUniformity",8987.217069
"T1WI_original_gldm_DependenceNonUniformityNormalized",0.475816236
"T1WI_original_gldm_GrayLevelNonUniformity",18812.1529
"T1WI_original_gldm_GrayLevelVariance",0.002007812
"T1WI_original_gldm_HighGrayLevelEmphasis",3.993964422
"T1WI_original_gldm_LargeDependenceEmphasis",621.9835875
"T1WI_original_gldm_LargeDependenceHighGrayLevelEmphasis",2487.842546
"T1WI_original_gldm_LargeDependenceLowGrayLevelEmphasis",155.5188479
"T1WI_original_gldm_LowGrayLevelEmphasis",0.251508895
"T1WI_original_gldm_SmallDependenceLowGrayLevelEmphasis",0.00102313
"T1WI_original_glrlm_GrayLevelNonUniformity",1731.383642
"T1WI_original_glrlm_GrayLevelNonUniformityNormalized",0.958970624
"T1WI_original_glrlm_GrayLevelVariance",0.020514688
"T1WI_original_glrlm_HighGrayLevelRunEmphasis",3.936917931
"T1WI_original_glrlm_LongRunEmphasis",226.6497506
"T1WI_original_glrlm_LongRunHighGrayLevelEmphasis",906.4793835
"T1WI_original_glrlm_LongRunLowGrayLevelEmphasis",56.69234234
"T1WI_original_glrlm_LowGrayLevelRunEmphasis",0.265770517
"T1WI_original_glrlm_RunVariance",58.47067938
"T1WI_original_glszm_GrayLevelNonUniformity",9.181818182
"T1WI_original_glszm_LargeAreaEmphasis",32302085.45
"T1WI_original_glszm_LargeAreaHighGrayLevelEmphasis",129208221.8
"T1WI_original_glszm_LargeAreaLowGrayLevelEmphasis",8075551.364
"T1WI_original_glszm_SizeZoneNonUniformity",5
"T1WI_original_glszm_ZoneEntropy",1.49111485
"T1WI_original_glszm_ZonePercentage",0.00058238
"T1WI_original_ngtdm_Busyness",4.127091146
"T1WI_original_ngtdm_Coarseness",0.060758709
"T1WI_original_ngtdm_Complexity",0.001742752
"T1WI_original_ngtdm_Contrast",4.8e-06
"T1WI_log-sigma-2-0-mm-3D_firstorder_10Percentile",-0.110216918
"T1WI_log-sigma-2-0-mm-3D_firstorder_90Percentile",0.121587628
"T1WI_log-sigma-2-0-mm-3D_firstorder_Energy",190.3891152
"T1WI_log-sigma-2-0-mm-3D_firstorder_Entropy",0.984542229
"T1WI_log-sigma-2-0-mm-3D_firstorder_InterquartileRange",0.106859992
"T1WI_log-sigma-2-0-mm-3D_firstorder_Kurtosis",5.413399579
"T1WI_log-sigma-2-0-mm-3D_firstorder_Maximum",0.667279482
"T1WI_log-sigma-2-0-mm-3D_firstorder_MeanAbsoluteDeviation",0.073355341
"T1WI_log-sigma-2-0-mm-3D_firstorder_Mean",0.009353572
"T1WI_log-sigma-2-0-mm-3D_firstorder_Median",0.015996849
"T1WI_log-sigma-2-0-mm-3D_firstorder_Minimum",-0.452342391
"T1WI_log-sigma-2-0-mm-3D_firstorder_Range",1.119621873
"T1WI_log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation",0.046124499
"T1WI_log-sigma-2-0-mm-3D_firstorder_RootMeanSquared",0.100398696
"T1WI_log-sigma-2-0-mm-3D_firstorder_Skewness",-0.154025774
"T1WI_log-sigma-2-0-mm-3D_firstorder_TotalEnergy",190.3891152
"T1WI_log-sigma-2-0-mm-3D_firstorder_Uniformity",0.510676188
"T1WI_log-sigma-2-0-mm-3D_firstorder_Variance",0.009992409
"T1WI_log-sigma-2-0-mm-3D_glcm_Autocorrelation",2.710906124
"T1WI_log-sigma-2-0-mm-3D_glcm_JointAverage",1.592743698
"T1WI_log-sigma-2-0-mm-3D_glcm_ClusterProminence",0.9025266
"T1WI_log-sigma-2-0-mm-3D_glcm_ClusterShade",-0.282635825
"T1WI_log-sigma-2-0-mm-3D_glcm_ClusterTendency",0.830808537
"T1WI_log-sigma-2-0-mm-3D_glcm_Contrast",0.134649938
"T1WI_log-sigma-2-0-mm-3D_glcm_Correlation",0.720928782
"T1WI_log-sigma-2-0-mm-3D_glcm_DifferenceAverage",0.134649938
"T1WI_log-sigma-2-0-mm-3D_glcm_DifferenceEntropy",0.564582263
"T1WI_log-sigma-2-0-mm-3D_glcm_DifferenceVariance",0.115690555
"T1WI_log-sigma-2-0-mm-3D_glcm_JointEnergy",0.401580208
"T1WI_log-sigma-2-0-mm-3D_glcm_JointEntropy",1.535465786
"T1WI_log-sigma-2-0-mm-3D_glcm_Imc1",-0.424927354
"T1WI_log-sigma-2-0-mm-3D_glcm_Imc2",0.745491598
"T1WI_log-sigma-2-0-mm-3D_glcm_Idm",0.932675031
"T1WI_log-sigma-2-0-mm-3D_glcm_Idmn",0.973070012
"T1WI_log-sigma-2-0-mm-3D_glcm_Id",0.932675031
"T1WI_log-sigma-2-0-mm-3D_glcm_Idn",0.955116687
"T1WI_log-sigma-2-0-mm-3D_glcm_InverseVariance",0.134649938
"T1WI_log-sigma-2-0-mm-3D_glcm_MaximumProbability",0.525418729
"T1WI_log-sigma-2-0-mm-3D_glcm_SumEntropy",1.400815848
"T1WI_log-sigma-2-0-mm-3D_glcm_SumSquares",0.241364619
"T1WI_log-sigma-2-0-mm-3D_gldm_DependenceEntropy",4.583546924
"T1WI_log-sigma-2-0-mm-3D_gldm_DependenceNonUniformity",2710.160102
"T1WI_log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized",0.143485816
"T1WI_log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity",9645.651842
"T1WI_log-sigma-2-0-mm-3D_gldm_GrayLevelVariance",0.244661906
"T1WI_log-sigma-2-0-mm-3D_gldm_HighGrayLevelEmphasis",2.719186785
"T1WI_log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis",489.8262389
"T1WI_log-sigma-2-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis",1419.154701
"T1WI_log-sigma-2-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis",257.4941233
"T1WI_log-sigma-2-0-mm-3D_gldm_LowGrayLevelEmphasis",0.570203304
"T1WI_log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity",2058.927087
"T1WI_log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized",0.505518625
"T1WI_log-sigma-2-0-mm-3D_glrlm_GrayLevelVariance",0.247240688
"T1WI_log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis",2.348905372
"T1WI_log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis",44.51359623
